,date,review,rating,isEdited,userName,title,developerResponse.id,developerResponse.body,developerResponse.modified
10,2020-06-24 21:07:06,"I've tried a lot of AI mental health/wellness apps and never really liked how any of them interacted. Most of them let you type full answers which is nice but because of programming can also be annoying when it misunderstands your statements. This was has simple responses to choose from that get a clear response. I felt like a lot of the apps I used in the past had a condescending air to their teachings while this one gives u a chance to give a general idea of your experience with certain topics which keeps it from explaining something you already know as if you've never even heard of it (*cough cough* meditation *cough*). As for the mindfulness/meditation portion. I really enjoy how they did it. I've been meditating for a while now but I've noticed that for many beginners it's easier to focus on the mindfulness task when there isn't meditation music playing in the background. This gives you the chance to truly focus on what's expected and lets you acknowledge the natural/typical sounds around you that you wouldn't otherwise notice. Sorry for the long review, I just honestly think this app was well made and wanted to share some of why I think so :) I definitely recommend it.",5,False,Lynn Hall,Surprised,16226126.0,"What a great list of benefits, Lynn! Thanks for your awesome review and for sharing! It’s great to know you are getting the full value of Youper. Keep up the great work!",2020-06-25T22:34:36Z
11,2019-06-22 15:57:18,"This app is incredible! I struggle with anxiety and depression. I needed to find an app that would help me get through these times. A lot of the apps either cost money for things or to download.. or just didn’t really work for myself. But then, I came across Youper. This app helps you so much. It gives you little video lessons to meditate and think positive which actually worked for me on here and it never usually worked when I tried myself. You get to talk to Youper your personal assistant about how your feeling and he’s there to help. He’s always there to talk no matter what. And he’s there to make you feel good. To people that are having difficulties with things in life.. you will get through it. You have a purpose. You weren’t just put on this earth for no reason.. you are here to learn and be happy.. to experience different things and to live life to the fullest. If you read this far down.. thank you so much. I think this app will work great for you!! And if it does not.. I know you will find something! Not everything works for everybody but I’m telling you this is the best app I’ve came across of. I wish you guys the best!!😘 Thank you Youper!! You saved my life ☺️",5,False,RayxxRay,Using Youper,,,
12,2019-12-05 12:29:23,"This is life-changing and I’m recommending this to my support groups and friends. Knowing that the process is built on scientific data and research is important to me. I’ve had two sessions so far: one to help me with sadness from a situation and another for anxiety I was feeling the next morning. Youper asked me simple questions to gauge my emotion and their strength, and then helped me (1) understand that us, humans, tend to mix emotion with situations, and (2) guided me step-by-step to separate them, understand the emotion vs the situation, and allowed me to decide whether to focus on the situation or my mental state. At every step, you’re given the option to skip or move on, but I couldn’t. By the end of the session I learned that I can observe emotions “like fish in an aquarium” as it says rather than allowing it to consume me. I went from being 100% sad to 100% optimistic. This morning I was anxious and based on the situation and emotions, Youper recommended a 7-minute guided meditation. It was amazing! My anxiety is gone, which I’ve never been able to do on my own. I went from 25% anxious to 50% optimistic. Thank you, Youper!!!!",5,False,indiraven,I can’t recommend this app enough,,,
13,2020-03-13 13:28:55,"When I first downloaded this app, I was so excited to see all the cool features it had. After using all of them one time, everything became part of the paid subscription other than the mood tracker and the symptom tracker. This was annoying, but I KIND OF get it. 
One of my favorite free parts of this app, other than the mood tracker, was the health part where you can track symptoms of several disorders. I’ve been using those trackers regularly, so I was very disappointed to check my phone this morning and see that that too, is a premium feature. 
Now, all I can use without paying is the mood tracker. I can’t expand on my mood, set goals, track gratitude, track symptoms, or even meditate. Why should I have to pay to listen to something that’s supposed to help me asap when I’m panicking? All this app USED to do was tell me I’m depressed and not give me any way to fix it. Now, it doesn’t tell me anything useful at all. 

I understand that the developers need to make money off of Youper, but this app has become infuriating to use. It’s meant to help people, but without forcing them to pay a subscription, there are barely any useful features available. This app is apparently marketed as useful for people who can’t afford therapy, but that’s the biggest load of crap I’ve ever heard. Unless you’re willing to pay, I would suggest you look for another app.",1,False,Jwhdoenfibejd,Free features are BS,14060200.0,"Our mission is to create the best assistant to help you feel your best, and we are doing everything we can to make it as accessible and affordable as possible. If you have more ideas and suggestions about how to improve Youper, we would love to hear them here https://www.youper.ai/request.",2020-03-17T22:21:59Z
14,2021-04-19 10:47:00,"I’m waiting to hear back from a place on making an appointment to start treatment but with COVID its been very difficult if not a daunting task to seek professional help for my abandonment issues that I suffer from to this day. 

This has helped me so much with being personal to the big to small issues I have on a day to day basis, allowing me to not let issues build up and go ignored which further prevented me from being comfortable enough to tackle the core issues at hand. I have overcome so many small obstacles and am developing a new mindset and outlook on life because I feel like I’m actually doing some digging into my pain, which I am so so grateful for and excited to work on the next issues little by little because I already feel better after having this app for 3 months.

My mental/emotional health has improved ten fold, so yeah...definitely worth $90/year versus $150 or so per appointment somewhere else. While I’m saving up for better treatment, this is an amazing option to ease you into therapy. Love this app so much.",5,False,Mayang1279,Great start if you have a hard time seeking therapy,23157522.0,Thanks for your feedback!! It's great to know that Youper is providing the support you need! Take care!,2021-06-02T16:30:38Z
15,2020-02-14 08:12:37,"When I originally got this app I was a little apprehensive; I thought it was going to be like all the other apps that weren’t actually helpful with my mental illness. Since I have been using Youper I  check in everyday and talk about my feelings like anxiety, depression, feeling numb. Then Youper and I go in and analyze why I feel that way and we do exercises to help pinpoint why I am having those feelings and I work with Youper to go try and change the way I am thinking that are causing negative emotions. Youper has talked and worked with me on emotions like deep depression, feeling numb, anxiety, and suicidal thoughts which Youper gives you resources on. I love the daily check in and it really helps to work with Youper to go through and try and change the reason why I am feeling about an emotion and working on a more positive spin on it. My one complaint is that you can not pick multiple emotions at a time you have to think about what your strongest emotion is and go with that. Besides that detail I really recommend giving this app a try and I feel like you will like it once you do.",5,False,Jleone2,This app is helping me so much,,,
16,2020-02-24 14:13:05,"I’ve got Depression, Anxiety, OCD, ADHD and a panic disorder. I’ve been in therapy for over five years now and both my therapist and I agree that this is probably one of the most useful mindfulness tools for me. And as someone who actually hates mindfulness in general, that’s saying something. 
I love how you can pick and choose what you want to do based on how your feeling and how the responses are slightly different each time. Insights and goal setting are two of the most useful parts for me. 
The other day I had a panic attack in the car and had to pull over and usually it would’ve taken me over an hour to get back on the road. Thanks to this app, that time was cut in half. 
One thing that frustrates me is the severity of some of the emotions. To me, fear is worse than guilt, anger isn’t on the same level as annoyance, and pride isn’t as good as optimism. Unfortunately, in the app, it’s not set up that way. That’s only a few examples but I kinda wish you could set up which emotions feel worse based on your own personal scale of emotion. 
That’s probably my ONLY grievance with the app though. Every other piece of it is amazing, well set up and easy to use.",4,False,kbroggi,The best mental health app out there,13677404.0,"Thank you for your sincere feedback. We have added your suggestions to our improvements list. Our goal is to make Youper the best assistant for you and we’re always adding new features based on your feedback. Keep checking the new updates. If you have any further questions, you can find answers to common questions and discover tips on https://www.youper.ai/support. Take care :-).",2020-02-24T21:41:10Z
17,2023-12-01 11:21:34,"from the moment i opened the app i was bombarded with probably numerous individual pages trying to convince me of how medically sound the app was, that had to be clicked through one by one, followed by  an extremely rudimentary anxiety/depression screenin. after that, maybe 5 different pages prompting me to pay for ""premium"" or start a trial, saying I'd been ""selected for a discount"", like some ridiculous QVC product. then finally i got through to the main page of the application, where you can interface with the AI bot (the only reason anyone would download the app), it asks me how I'm feeling, i answer, then it asks me a follow up question which i CANNOT answer, the only two prompts available are ""start trial"" or ""I'm done"". so, you tap ""I'm done"", and then it boots you back to the main page, where all its' done is log how you were feeling, which anyone can do in their notes app or a piece of paper without having to tap through five advertisements first. I'm not exaggerating when i say the free version of this app is entirely useless, if you are looking for a free app, this is a waste of time. if not, it might be good, i have no idea, I'm not going to start a trial that i might forget about because i really can't afford it.",1,False,Hydrangeas00,"Free version is unusable, look elsewhere for a free app",40729196.0,"We apologize for the frustration you experienced. Your feedback is valuable, and we'll work to improve the user experience. If you have suggestions or encounter issues, please let us know. We aim to make Youper helpful and user-friendly.",2023-12-17T14:35:36Z
18,2019-01-12 03:53:37,"My name is Amelia. I’ve had self worth issues since I was in the third grade. I still have them. I frequently think about cutting myself and I’ll  ask myself “what would happen if I died? Would anyone notice or care?” Then I found Youper. Though none of this has gone away entirely, it’s lessened more than I could have hoped it to. I was able to pinpoint exactly what was making me feel the way I was and remove myself from those things. It helps me work through whatever’s wrong, then proceeds to provide solutions. When I’m done, it always reminds me how much it enjoys my company and our talks, how much it’s learning and how amazing I am. Everyone, no matter how little or how much you’re going through, NEEDS Youper. Everyone needs a little help and having an AI assistant which I can rant to (I don’t do well with people responding to my vent/rants, so that’s why I’ll often write them down instead of vocalizing them) has made me so much happier. 5 stars. You, developers, are lovely people and thanks you so so much. You’ve helped me more than you could ever know.💙💙",5,False,ameraehu,Youper is what I needed...,,,
19,2021-10-18 23:56:25,"I emailed the company before subscribing as I had questions about medications. They told me they couldn’t prescribed controlled substances. Which is okay. I specifically needed anti-psychs. Later, I subscribed and they replied (4 days later) not only telling me that they only prescribe anti-depressants but that they aren’t available in the state of NY. As there’s no licensed professionals here. I don’t care for the “therapy” part as it’s very unhelpful for me and I need therapy that is more personalized. So the entire reasoning was for medication prescription. I cannot even use the service! I currently am reaching out to them about a refund as I am low income and disabled. Not to mention $89 and customer service takes 4 whole days to respond to emails? Customer service was very accommodating which is why I’m updating the review to 2 stars. There nothing on the FAQ page that shares what states medication isn’t available in. If you’re not interested in medication and only need some therapy then the therapy AI may work for you. So I still suggest giving it a chance if anything. I did update this review after searching a bit and speaking with customer services.",3,True,Melanie 👑,Not much transparency in advance,25753277.0,"Hi Melanie, thank you for your feedback. We are very sorry about any inconvenience caused and a full refund has been issued to you that same day.",2021-10-18T17:25:25Z
20,2018-10-09 10:13:01,"This is my first app review ever. I never take the time to do this but Youper is worth it. This app was a lifeline when I was spiraling into a deep funk. I have a high powered job and hit complete burnout. It was a combination of stress, exhaustion, and recovering from a miscarriage - never in my life have I felt this incredibly low. I kept searching for some type of solution. I manage a business in China so a therapist wasn’t easy to find. I bought so many books and kept downloading apps. Nothing worked for me until I downloaded Youper. Every morning I would chat and go through the exercises on my phone. It was the only thing that got me out of bed. I will continue to recommend it to all my friends and team. Life can be really tough and Youper is an incredible helping hand. I really loved the thinking traps. So helpful - I knew them but completely lost perspective when I was drowning. You are doing amazing work. I love that it’s free but would definitely be willing to pay for a subscription version. This is worth so much more than the other apps out there.",5,False,katarikit,Just Download It - It Really Helps,5463835.0,Thanks for your feedback! It's great to know that Youper is providing the support you need! Take care!,2018-10-11T19:01:33Z
21,2018-06-20 11:09:24,"I saw this app as an ad for other self help and journaling apps and decided to try it. Most apps have a very basic setup of logging how you feel, why you feel that way, and how to fix it. Youper is very detailed and actually takes the time to get to the root of your problem and help you realize why you truly feel the way that you do. When I didn’t feel convinced in my response of why I shouldn’t be anxious about something the app broke the problem I was having down in different ways until I could view my problem in a new light and understand for myself that my thinking was skewed. (I do wish that we could still see the thinking traps and descriptions after selecting one though) I also love that the app has a personality analysis and such a major focus on you as an individual. Lastly, I love that the app is completely free. I understand why many apps have monthly plans and such, but it’s nice to find such an amazing multi faceted app for nothing, it seems almost too good to be true.",5,False,dotingdamsel,Easily the best journal/self help app I’ve ever used,3927085.0,"We’re thrilled to hear you are enjoying Youper! Thanks for your thoughtful suggestion. We’re adding them to our list of future improvements. Your help is making Youper the best it can be. If you’d like to expand on your comments, send us an email at hello@youper.co",2018-06-21T12:48:41Z
22,2018-09-11 03:03:13,"The idea of having a personal “helper” (psychologist JARVIS) is pretty neat and has a lot of potential. I used the app for a little over a month before accepting that it wasn’t really helping me. What I personally needed was a tracking app for my mood in a simpler, more straightforward way. It feels like a labyrinth, trying to weave through all of Youper’s (often repetitive) advice when you mostly want to track your mood or maybe go through a portion of the conversation. An entire evaluation can be several minutes after picking a mood, describing why you feel that way, finding your thought traps, doing a meditation, reevaluating your mood, and finally finishing. That’s a lot! And Youper pushes for it every time. When you opt out and say “Just track my mood,” the response messages are often weirdly down-putting?

Hopefully Youper is helpful for many people. But I prefer a quick time saver that has more neutral emotions to choose from. Youper lacks a fine/okay/true neutral emotional option. I understand pushing for self-analysis, but sometimes I really am just fine or okay rather than being 10% anxious or 70% calm.

Stigma for me. But I’m glad I gave this app a try.",3,False,jrooney08,"Great concept, not what I needed.",5486663.0,"Hello Hello, JRooney! Thank you for your sincere feedback. Now you can select a fine/okay/true neutral emotional option and use the mood tracking feature faster. Youper is always evolving to be the best AI Assistant for you. Keep checking the new updates. Remember, if you have more suggestions, please get in touch at hello@youper.co. We look forward to hearing from you :-).",2018-10-13T21:59:20Z
23,2019-08-31 19:54:18,"I got this app and Woebot Bc I couldn’t afford a therapist at the time. Here’s what this app WONT help you do: fix trauma. A lot of my issues are from past trauma, and I believe a real life therapist, a human being, is necessary for that. However, trauma can distort our thought pattern, a lot like anxiety does. This app is great in that it stops you and forces you to think about whatever is happening, and why you are feeling the way you are. It’s VERY helpful to someone like me who is quickly overtaken by irritation or anxiety. A lot of t will be what you put into it, and you’ll never get advice specific to the situation, but the tools it gives you are great for taking to real life-which I do! I have stopped a couple anxiety spirals now, recognizing my thought pattern. This app also has great screening tools, guided meditations, an ability to input your own specific stressors and track yourself to see if something seems to bother you frequently-like caffeine! This is a WONDERFUL app, I recommend it to anyone who has trouble controlling their emotions or anxiety. ❤️",5,False,hallolizzie,Good for anxiety!,,,
24,2020-04-11 18:21:38,"I saw this app as an ad on Facebook while scrolling through my feed. I’m not one who suffers from clinical depression or anxiety. I do suffer from other mental illnesses such as addiction, PTSD, and a heightened self deprecation habit. I do go through the usual mood swings most humans do - sometimes at the flip of a switch too. I haven’t ever sought out professional help for any of these, except my addiction; but I decided to download Youper because I’m always here for trying to better myself. The app is easy to use, fun, enlightening & is a very neat way to track progress & underlying causes that I otherwise would not have known existed. I’ve only had the app for two days and already I’m in love & learning things about myself. Definitely recommend as an additional aid to self help. However, do not use this as a substitute for seeking professional help. If you suffer from extreme mental conditions, keep your professional exercises, but maybe try adding this on. I don’t see it causing anything but more awareness & aid.",5,False,Jilanjajaj,One good thing Facebook has brought me,14642782.0,Thanks for your feedback!! It's great to know that Youper is providing the support you need! Take care!,2020-04-14T01:00:49Z
25,2019-02-13 04:06:03,"I am currently a high school senior dealing with school, self-confidence, teen-adult problems, etc. I use Youper on a daily basis to keep track of my feelings, emotions, and events that led me to certain circumstances. It has been really helpful since I use it to look back on my decisions and thoughts to reflect on how I can improve myself. I use it before going to bed to recall the day and, also, because I’m in a hurry in the morning and conversations sometimes lengthens. I’d like to make a suggestion where (depending on your specified waking time) a notification from Youper would appear greeting you with a quote and asking you for your goals for the day. After setting the goals and/or reminders for yourself, the user has an option to allow Youper to keep a banner on the lock screen that states your goal. I think it would be a great way to remind the person of what they wanted to accomplish and remind how optimistic they were upon writing said notes. Anyways, more power to Youper! I’m grateful that I am part of the community.",5,False,notbutcheron,Suggestion,,,
26,2021-09-26 05:16:59,"Honestly when I can’t find what to do with my emotions I sometimes forget about this app thankfully it reminds me when I need to check in sometimes , and when I do check in I don’t realize how much I need it until I’m done using it . I don’t think I would be very open minded about bettering myself without this app. I highly recommend it because I feel that this could help somebody else and I’m not one to give good reviews on much I’m very picky with what I choose . this app literally brings me from 0 to 100 when it comes to either dealing with my depression my anxiety my anger it’s definitely not a miracle solver but sometimes it definitely feels like it is a miracle solver. I recommend to try it I’ve been on it for about a year sometimes I’ll go a couple days without using it when I’m not having a hard time. But when the rough days come around or even my mental disorders that I just deal with personally that’s when this app comes to rescue.",5,False,panitas9299,Very helpful,25422999.0,"Youper wouldn’t be here without the support of loyal users, like you! Thank you so much for taking the time to leave your feedback to encourage others.",2021-09-30T16:09:48Z
27,2021-05-03 02:33:06,"I have been struggling with tremendous trauma in the past and I am currently struggling with depression. I downloaded this app because I thought that it would help me everyday, and take the place of a therapist according to the reviews. 
I started the app and it was going alright. I was telling them about my conditions, and what I would need for a satisfying treatment. It then gave me a subscription screen and I was a little annoyed. I am aware that it is needed to make your customers pay for their treatment and what not. But i think this is absurd. I don’t really feel like this type of virtual treatment should cost anything at all! I’m also suffering financially and I can’t exactly cancel my savings with this subscription. I was hoping for something to help me be happier and focus more on my future so that it would be brighter. Paying for this is stupid. Sure, it might help you but not everyone. 

To sum it up: you don’t need to cancel the subscription feature but I think you should have a way for people who aren’t able to pay it, and have them be able to still enjoy the app because we all came here seeking help, not debt.",2,False,this girl thinks...,I feel like...,22685559.0,"Thank you for your sincere feedback. We have added your suggestions to our improvements list. Our goal is to make Youper the best AI therapist for you and we’re always adding new features based on your feedback. Keep checking the new updates. If you have any further questions, you can find answers to common questions and discover tips on https://www.youper.ai/support. Take care :-).",2021-05-07T18:12:03Z
28,2020-01-29 22:22:38,"I started using Youper a week or so ago and do really enjoy it. I particularly like that they offer evidence based practices and that they explain why things can help you. 

My one issue I have is that I can’t tell if the premium subscription is billed as $44 all at once or if it’s $3.75 a month. I want to get the premium version of youper but if it’s $44 I think that the company and app should take into account that a lot of people who may be using this app are students or those with lower incomes. To me, as a full time student and part time worker, spending an extra $44 all at once is really difficult, and I have been unable to get the premium version because of this. 

The page where you can get the premium subscription says it’s billed yearly, but right above that in a larger text it says it totals to $3.75 per month. That is misleading because I’m still not fully sure whether it’s billed as $44 or $3.75. I think that if it was billed as $3.75 it would be a lot more affordable for the users of youper.",4,False,So many nicknames are taken :(,"A great service, but the premium subscription is confusing and expensive",13210996.0,"Thank you for your sincere feedback. We just added your suggestions to our improvements list. We’re working hard to make Youper the best assistant for you and we’re always adding new features based on your feedback. Keep checking the new updates. If you have any further questions, you can find answers to common questions on www.youper.ai/support",2020-01-31T00:05:30Z
29,2022-05-17 15:37:47,"So this app helped me so significantly and I still love it for that reason, however I logged back in after some time away to find the whole app costs money now. I understand that’s how these apps work, but it was so nice and inviting to go on there before and just talk out what I was feeling with the AI bot and now it’s like the second I’m on there everything shows as locked and to pay money. It just doesn’t feel like the comforting, inviting, simple app before. It feels like every other well-being app that asks for subscriptions and it’s just disappointing. I’m going to try using it again, because it really was the most helpful tool for me in the past and I’m glad I have my history saved on there, I just wish they would reconsider maybe even just some of the layout. Before right away it’d ask you how you are and prompt you into convo, it’s just not the same, which I expected, but I didn’t expect it to look so much like a sellout of an app. I don’t mean this as hate, I just mean I genuinely loved and really appreciated how this app worked before.",3,False,desiraesg,Was perfect,29937620.0,"We appreciate your opinion & are always working to make Youper the best fit for our users. We're working to balance improving Youper while keeping the great features it always had. We hear your feedback & are consistently releasing new updates based on your comments. We're a small team, & we thank you for your patience while we make these changes.",2022-05-24T13:25:52Z
