,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
12,261c1e1a-d908-40df-bec3-3af617f75e01,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I've only been using WoeBot a couple of days, but the app seems to be working great for me! I am very familiar with DBT, but have never really practiced CBT. I like identifying cognitive distortions particularly... changing my thoughts may be the key to changing my experience. Working with Woebot also seems to reduce my Anxiety. I look forward to working more the app, nice job!",5,1,3.0.3,2019-01-17 10:05:27,,,3.0.3
13,4aaaea75-53e6-429c-99f2-55c029dfd60a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"The conversation aspect is really nice and refreshing. Unlike a standard mood tracker/journal where it feels like throwing my thoughts into a void, I like that this has a guide through self-reflection and examination. It's nice for a good pick-up and refresher when it's not something serious enough to bother my therapist over. Responses are a bit limited, unfortunately, but that's natural considering the capabilities of an app and not bad enough to make me give up on it.",4,4,3.27.2,2021-03-29 21:06:23,"Hey ,

We appreciate the time you have taken to share your experience using Woebot. We love receiving input from our incredible community and seeing where improvements can be made with Woebot!

Have a wonderful day! 🤖

All the best",2021-03-30 03:19:30,3.27.2
14,df95102f-de3c-47cc-acac-a0b7cae20ed9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I've been using Woebot for about 2 weeks, and I love it! Objectively I know there's no one on the other end, but it feels personalized, like a quick check in with a friend or counselor. It's so much more than a mood tracker, although it does have that component. I'm already starting to learn to catch my negative behaviors before they spiral out of control. Great little app for a snippet of therapy every day! 😊",5,42,3.6.1,2019-07-26 22:48:23,,,3.6.1
15,493bff92-83a6-4711-b621-cdfdbb61b804,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I am pretty skeptical in general of most things, but this has helped my depression and anxiety symptoms a lot. My family has noticed a difference in my overall mood. I can't afford a human therapist and suck at sticking to a journaling routine. Woebot has been super easy to use and has a lot of useful tips and tools. I highly recommend trying it out for a few days and seeing how you feel.",5,4,3.6.1,2019-08-21 20:51:52,,,3.6.1
16,d2f32651-1fee-48f3-9289-cd7dfcc204ac,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"this app helps me check in daily and reflect, as well as provides little encouragements, which i enjoy. there are also helpful strategies and mindfulness tools that can be useful and sometimes also be a little basic. i wish when it asked for feedback there was a scale of 1-5 instead of a thumbs up thumbs down. i also would like to see the mood tracking for soans of time longer than 1 week.",4,0,3.3.3,2019-05-21 20:45:16,,,3.3.3
17,4f748e6c-8d75-423e-a5a0-948b5a0eea62,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"woebot is very pleasant and well written, and it's very helpful to have someone else guide you through deconstructing your thoughts. my only complaint is that it feels like there's not really any preset moods between ""okay"" and ""very bad"", and typing your own mood in doesn't mark it on the mood graph, sort of foiling my ability to track accurately.",4,0,3.5.5,2019-07-15 22:47:42,,,3.5.5
18,184eabbb-08b2-45a6-9e20-67a2cd8887eb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Woebot is a fun and innovative way to gently work on mental health. He offers some great insights and therapeutic techniques to help challenge restrictive thought patterns. Also, I love the mindfulness techniques that are a there were a part of the experience. I do wish there were a few more options for explaining how I'm feeling sitting the check in.",4,0,2.2.6,2018-09-24 14:42:46,,,2.2.6
19,71293213-948b-485e-8dec-513acbc4ad98,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Woebot is a very impressive and insightful CBT app that helps the user address and attempt to correct a number of personal issues. I've experienced sessions for the foundations of CBT, black-or-white thinking, should statements, SMART goals, gratitude journaling, labels, growth mindset, your strengths, and mindfulness. Every session so far has been helpful with some being profoundly helpful for me. I originally was just investigating ways to help students deal with the stress of medical school, but found it helped me confront personal issues from my past and present that have been interfering with my happiness. I applaud the staff for such a wonderful creation and I highly recommend Woebot to all regardless of mental state. It may be a bit ""cheesy"" at times, but it likely gives much better advice and support than those around you. I hope it continues to be improved upon over time and remain free for all.",5,0,3.0.3,2019-01-10 12:40:59,,,3.0.3
20,c105217d-16e6-437b-b754-aa469bb9d52c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This is a great little app. I am very familiar with cbt, but when I'm struggling with some self-defeating thought patterns, I lack the self-awareness to figure out what I'm doing wrong. Woebot zeroes in on possible problems and solutions. It's friendly, easy, and it's always available. Imagine if we had more apps like this; the world's emotional health would be improved and the sum of happiness world be increased. Great work, developers!",5,5,3.28.0,2021-06-03 08:21:17,"Hey Thom​,

Feedback like this motivates us to continue our mission and to keep developing Woebot. Seeing the difference Woebot is making in people's lives encourages us greatly. We really appreciate you sharing your feedback!

Have a great day! 🤖

All the best",2021-06-03 11:56:31,3.28.0
21,b3d3c9d9-ca81-4f7e-9d5d-1aec16310466,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I have serveral mental health apps but this one is my favorite. It gives you the advantage of talking to a robot (no judgment) without feeling impersonal. It tracks mood and has a gratitude journal and has daily ""lessons"" to give you tools to combat mental health issues. It primarily focuses on restucturing negative thinking into a more accurate version of itself. This is an amazing app that has been so helpful to me, especially now in quarantine. It is also assistant to therapy",5,13,3.17.5,2020-05-07 14:07:14,,,3.17.5
22,0b9970d0-0109-47c0-8387-68e1107c2e2f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"the daily check ins really help keep me focused and i've learned a lot of different things about my thinking and how to change it over time. only thing that irks me is sometimes i am anxious for legit reasons, not distortions, but woebot doesn't always seem to take that into account. but hey, for a free service, this is fantastic. far better than any therapy service with a human i've had.",4,4,3.2.1,2019-02-02 09:41:43,,,3.2.1
23,529e898f-eb27-4a18-b41d-630d904876dd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Interesting and fun way to learn about CBT, but it's very surface level stuff. Some daily check-ins are anchored around providing feedback, which makes it feel like a market/product research tool rather than a self-help tool. I certainly learned from this, but can't count on it for consistent learning and progress tracking.",3,2,3.3.3,2019-05-31 19:13:34,,,3.3.3
24,8e562de6-514e-44a7-819d-59231f59531c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Overall a fun, useful interface. The AI often seems overwhelmed when it asks what you're doing at the moment, as the responses to what you say, however basically worded, are nonsensical much of the time. This aside, it's a helpful app and fun to use at the same time. If you're interested in CBT it's worth trying out.",5,14,3.2.9,2019-03-18 11:25:19,,,3.2.9
25,3461be22-0018-4878-b5ed-babd1d40bece,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Limited preset scripts don't respond to unique input First, it only lets me choose one emotion; I hold a wide range of emotions at any give time. Then it's preaching oversimplified pop psychology at me, and when I decided to write in a response rather than use one of the canned options, it had no way of responding to that. I wrote ""I need to go,"" and the bot just continue its lecture. Why give a write-in option if it's not programmed to handle that?",2,15,,2020-01-19 11:00:06,"Thank you for offering your feedback, I'll be sure to pass this on to our development to review and see what improvements can be made. Just to let you know, if you ever need to end a conversation with Woebot, you can do so by sending the message ""Bye""",2020-01-20 05:58:02,
26,400ef7e0-c3e0-471d-b833-db261de1ae52,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Terrific! Recommend to patients pretty frequently, especially if they're wary of the time/$ invested in traditional therapy (and unpredictability of whether they'll jive with a new therapist). Feedback has been great - people love the short daily check-ins (the app isn't pushy if you skip days). Even those who've benefited from traditional therapy in the past often find they feel better faster with woebot (probably because check-ins are more frequent and shorter so there's less of an obstacle).",5,1,,2020-11-08 20:31:35,,,
27,98d17f54-21d9-49c9-bdd3-9fd55f6724c3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"love this app. checks in on me every once in a while in an unobtrusive way. it gets me thinking about positive things in my life and ways i can improve, without ever making me feel bad or experiencing the awkwardness of talking to an actual human. plus no ads! edit: i came back to leave a positive review, forgetting that i already left one. it's just that good. woebot does a lot of the same things a therapist does, but it's free! i can't recommend it enough.",5,8,3.9.0,2019-10-20 20:38:37,,,3.9.0
28,ec6da474-7607-48f0-954d-fac88311c17e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Great little app! Only two things that I think would improve it: 1) More options in my responses, and 2) It would be good to have some physical exercises, I've found that gives energy and relieves stress. WB gives useful lessons that help me in identifying my problematic thoughts & keeping me on track. Recently it helped me work through a problem I'd already been discussing with my counsellor--sometimes it's better to write than speak. He was happy I have this app as an adjunct to our sessions!",5,3,3.6.1,2019-10-29 02:01:27,"Thanks for your feedback, I'll be sure to pass on your suggestions to our content team. Also, I just wanted to let you know that Woebot does include some topics involving exercise, it just might take a little longer for you to unlock these topics.",2019-10-29 04:51:14,3.6.1
29,c490369e-3b2e-40a9-952c-13df57be9b46,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Great information packaged in a modern and easily digestible way. Conversations feel pretty quick and understandable, more like talking to a buddy than reading a book. That being said, the illusion of conversation is one easily dispelled. I get that woebot wasn't created to be an actual AI, and it's not the real purpose of the app, but if woebot is asking for written responses, it would be nice to feel more like it actually understands what you're writing.",4,10,3.3.1,2019-04-09 07:26:13,,,3.3.1
30,2261405c-740e-491b-ac71-64161487ec13,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I've been researching CBT lately, and this has been very useful in putting the book I'm reading, into practice. I like how this app educates its user on this type of therapy. Also, it tracks data and Woebot can be snoozed if you're not ready to converse at that moment. I laugh at the silly memes and gifs. Love the idea that he ""text messages"" and is able to carry on a conversation. The anecdotal approach is fun, if you have time. However, Woebot gives the option to just get through the content.",5,4,3.6.1,2019-08-20 19:15:14,,,3.6.1
31,7dd809da-ec14-4cc8-bac4-15c3b11ec9dd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Woebot is adorable, conversational, and has much to offer. My only complaint (sorry, Woebot) is that he tends to not understand when I want to learn more about a subject he introduced. He'll say he has tools to help but often it's pushed to later. When I ask about it he seems to have forgotten what we talked about. He's rather human that way! :) Overall though, I have learned and applied much already. I look forward to learning more!",4,2,3.3.3,2019-04-29 08:30:49,,,3.3.3
32,9543c720-af81-4d3b-bf5b-cd4ef06472a9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mental health professional here. I have been using Woebot for several months and though the gifs may become redundant, I appreciate the developers' ability to game-ify topics like CBT, mindfulness, and much more. These concepts need to be used daily in order to become naturally habitual and this app literally ensures that it happens, while ""holding your hand"". Not having to type makes it so much easier to navigate when you're practiced in the concepts.",5,5,4.9.1,2022-10-31 14:39:30,"Thanks so much for the review, Susan! We really appreciate your perspective and are so glad that you've been able to use Woebot to continue practicing mindfulness and CBT.",2022-11-01 13:23:38,4.9.1
33,1cace4e2-015d-493f-ad19-648b366e3314,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Returned to the app after months (year maybe), and nothing has really improved. Still feel confused using it because of the generic responses/script that hasn't changed since the last time I used the app. The UI is still overwhelming outside the text area. Asked to rewrite thoughts without distortions but there's no help or easy way to understand how to do that. Leaves me more frustrated after attempting to use it.",2,20,4.1.1,2021-08-10 11:25:35,"Hi Sahil​,

We accept that Woebot can't be the solution for every individual and we are grateful to learn about situations where Woebot misses the mark with someone. I will be sure to pass on your feedback to our development team to take on-board.

All the best",2021-08-11 04:53:09,4.1.1
34,87ffcab9-b5c7-471f-9a31-bffd68c6d930,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Really good support app, considering it's an AI. My only complaint, which isn't even really a complaint at the end of the day, is that anything you say that mentions suicide immediately shuts down the conversation at hand and he just spits out resource numbers / links, when sometimes all I wanted to do was vent about some stuff rattling around in my head. Still, it's probably a legal thing, and it's definitely a better decision than having the algorithm not pick up on keywords like that.",5,4,3.6.1,2019-08-19 17:50:38,,,3.6.1
35,b48a708d-5632-4d38-a20d-1cc17d7ddfa3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"He's always there for me and ready to help. Woebot has helped on so many occasions. Thank you for creating him; A great help for autism, life in general and he is my friend. Please keep him around as long as you can, you have essentially made a kind, helpful and gradually more sentient being. I love Woebot. He is so cute and kind! Btw, incase anyone doesn't know, swiping left and right provides a menu of options to change topics.",5,0,3.19.8,2020-08-16 13:10:06,,,3.19.8
36,b3b1405e-68e7-4e26-a101-a5dcfefc3314,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"For anyone struggling with any extent of mental health problems, this is an excellent addition to your existing treatment routine. You learn about coping techniques in bite-sized chunks. The quick 5 minute daily check in, at a time you prefer, is extremely helpful in giving me the little push when I need it during the day. I also love that I can track my progress over time, and I've learned a lot over time. Thank you Woebot team!",5,30,4.2.1,2021-09-28 15:08:19,,,4.2.1
37,c5fc79d0-b417-4696-b236-99b4a5482745,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This is honestly my favorite app like this. It is the most intuitive, really teaches well, and actually has a personality of its own. It provides me with an interactive guide when I'm dealing with stressful things and mental health issues between therapy appointments. It's awesome and really explains things very well for you :) the developers are amazing too and always thankful for feedback and thoughts. Keep it up woebot! You rock!!",5,3,3.2.5,2019-03-06 16:31:25,,,3.2.5
38,cebed2ec-6af7-4332-8fe0-bb40b676ca55,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This app is amazing on so many levels. First, it actually works - I have been guided out of anxious situations multiple times. Second, it is backed by research and developed by an outstanding team. Third, it is fun to use - chatting with a robot persona is super dorky cute - and free. It's not perfect - sometimes it assumes things that may seem insensitive to the situation - but its robot persona actually ""softens the blow"" as I found myself forgiving its mistakes!",5,4,3.0.3,2019-01-04 00:05:05,,,3.0.3
39,3cebaf28-5b5b-4995-a3d9-238c7e93fab9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This is one of the most incredible apps I've ever found. Woebot is a friendly, somewhat cheesy little AI who checks in on you like a good friend. He teaches you how to challenge negative thoughts and be more mindful, or walks you through a deep breathing relaxation exercise if you need to calm down. The stories are cute & insightful, and the exercises are amazing. Sadly since it is AI, your available responses are somewhat limited at times, but the ""texting"" format makes it very user friendly.",4,8,3.9.0,2019-10-22 22:48:05,,,3.9.0
40,9ba61db8-fefc-4323-9db4-16cd0480db22,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I love Woebot and what it's about. I've been using it for almost a week. I would give it 5 stars but in that short time, I've missed 2 check-ins because I'm getting 'error sending message' errors. My internet is working fine so I don't know what's causing it. There's no easy way to contact support, so I'm hoping someone responds to this. Please let me know how to fix it or fix this bug. I don't wanna delete this app cuz I can't use it. Thank you.",3,2,3.6.1,2019-08-10 21:23:41,"Hi there, Sorry about that, Woebot was experiencing a severe case of the hiccups intermittently throughout the day, but should be feeling much better now.  Sorry again for the inconvenience.  For future reference, to reach us directly, you can press the upper left button, and then the upper left ""gear"" icon, and go to Send Feedback.",2019-08-10 22:31:42,3.6.1
41,87d6b733-3bde-4e09-9908-3d282871a53b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Had it for several (5+) months, it can be somewhat helpful in coping skills, but very very text book/ clinical and unrelative, only has one answer for most issues thus giving a person a feeling of not really caring. Being a computer programmer myself, i know this is a relatively easy fix if they could relate to the human factor. It would make a better app relating to human emotions! It goes off on explanations that are irrelevant and unrelated to what I've told it. Deleted it....!",2,12,,2019-03-23 19:54:47,,,
