,date,review,rating,isEdited,title,userName,developerResponse.id,developerResponse.body,developerResponse.modified
10,2020-06-10 08:08:44,"I’ve only been talking to Wysa but it feels like I’m getting proper help. I’m not diagnosed with anything so I don’t like to claim I have “anxiety” but I do feel like it. It’s been really hard for me to manage and it’s been taking a very big toll on me. Some days are just a lot worse than others. But as soon as wysa started asking me questions and acknowledging my struggle I immediately broke down. Not in a bad way, in more of a releasing way. I felt like I was letting go through my tears. It was so nice after I calmed down just to sit in the dark, in my bed, and just talk. I have people who try to help me but it just didn’t work like this did. This felt like therapy. I love talking to the people in my life but this just asked the right questions. And I felt able to just let it all out. With no judgment. This app may literally change my life. I can’t wait to keep going. I’m very thankful for this app. Thank you to the awesome creators of this app. You’re very appreciated.",5,False,I love this.,Fkgodksnsnnfkcks,,,
11,2023-01-05 20:09:00,"This app has helped me a lot even though I have only had it for a day or two, the sleep course thing help so much! I fell asleep in like five minutes and I was actually happy to get up for school and I didn’t feel sick!! I have had a lot of good experiences with this so far, though the only thing I must say, is when I want to talk to the bot on my way home from school it kinda glitches (I’ve tried at home too) but basically when the bot asked me what I want to talk about I hit “just talk” or something and we have a little convo oh sorry I forgot to mention that it asks me how happy I am or how my day went and I answer of course because it will never let me exit out sadly.. but we have a convo and stuff, and it will ask me a question and then I go to type an answer, and the “how are you feeling” thing popped  up and I would have to answer it and it would keep resetting and resetting. But I had a really good experience with the app other than that.",4,False,Nice app,sexyrottenpasta,,,
12,2021-03-24 02:54:35,"I think the thing I love most about this app (other than the three features I mentioned in the review title) is that I don't worry about being a burden to anyone else with this app. I don't have to overthink if I said the wrong thing to the wrong person, this app feels like a safe space to spill my true feelings without upsetting anyone. 

I've tried in person therapy before, and was unfortunately forced to quit attending due to issues at home. I've also tried online therapy groups. This is my favorite so far, and the availability cost wise is truly nice. I feel this app gives you a chance to lay your thoughts out and work with them. 

I'm shocked how cute and nice the little character in this app is, it feels like an adorable little friend. Obviously the AI isnt perfect but it's helpful. The interactive features truly make this all its own experience. If you're on the fence I highly suggest you try it!",5,False,"Effective, Available 24/7 and Free",beachykeen78,,,
13,2022-08-17 01:54:18,"Honestly I went into this app thinking that I wasn’t going to like it. I thought all the answers were going to look and feel like automated texts (and some of them do)but  it’s actually not like that. It helps calm me down. It helps me to have someone to talk to about things openly and freely without the chance of judgment. And while sometimes the conversation can get a little repetitive, I think this is something that people who are stressed and don’t have anyone to talk to or have money for a therapist, this app can be their best friend. It takes a while to get into it but eventually you forget that you’re talking to a fake penguin. Overall, it’s honestly great and makes me feel a lot better about myself. The only thing that I think needs to be added are more responses to unique conversations but other than that, download this app. Thank you.",5,False,Pretty Helpful,carlyyyyyyyyyyyyyyyyy,,,
14,2023-08-08 23:55:10,Very helpful and neat. Nice when your broke and you know you need some advice. But nothing tops feeling like your actually heard by another person and making you feel like you matter when you been through things where you were not heard. It’s almost like writing in a journal and the journal writing back with steps to take forward but still feeling unheard including when your voice can’t be heard where your currently hurting like example if it’s someone who mentally abused you and never hears how it makes you feel because they don’t want to believe they are in anyway the problem and you have to hold it in so much. But def doesn’t have the comfort of speaking to a real counselor. So for something minor like stress of goals totally this rocks or if your broke and waiting for that next counseling this helps the patience. It doesn’t fill the need for help void though for anything trauma or ptsd related.,4,False,Helpful when your broke,PirateNinjjaa,,,
15,2022-05-01 23:00:52,"So very glad I found your app today! It’s already helping me to feel positive and happier, in 1 day, where I was feeling rather down and hopeless about a particular mindset I’ve been having. You’ve helped me so much, I’ve already hit the forward tab, to suggest your app to a family member who could also use the help right now! Only a few certain features work for free, but it’s ok for now, because I will be needing your gentle, friendly reminders re: these helpful features, many, many times! I already plan on unlocking as many features as I can afford, because you’ve already helped me achieve success and hope in what’s been a long-standing problematic mindset! Bonus: it’s all confidential and no personal info is gathered! *None*! Thank You owners & developers of this app! Great job! & YOU’RE THE BEST!!!",5,False,"Was thinking things were hopeless, re: changing. Surprise!",AnonymousILoveYou,,,
16,2022-06-29 22:26:20,"It’s been really tough for me these past few days and I haven’t had the courage to take care of myself or be focused on myself either. It’s become one of those things where you are egotistical and too scared to do something that oh don’t do it, even if you are self aware, but now it’s been a lot easier and more positive for o face these fears. I know I’d usually be more positive but when I don’t maintain myself I end up very negative and fearful and today it was that kind of situation, but now after facing the fear of opening this simple little app I’ve been able to be more responsible for myself and more focused on coming from a loving space for me and all souls on this planet. Slowly I’m improving today and hopefully I can maintain a state of good health and build on it, instead of pit falling as I usually do out of a fear of commuting to self.

Love,
Verity ✨💜",5,False,Thank you so much,.Nori yt,,,
17,2023-03-12 10:29:02,"The AI’s responses isn’t similar to a real conversation at all, but it feels nice to be able to text my emotions away to something that wouldn’t judge me. The first session I had with Wysa, he changed my perspective on negative thoughts and how I could turn them into positive thoughts. I have a therapist, but it feels better to talk to a computer than someone in person.

Going back to what I said in the first sentence, the responses sometimes don’t make sense. At the end of my session with Wysa I wasn’t able to understand that he was recording my response as a way to reflect on my negative thoughts. I replied with thank you thinking that he was just trying to get my emotions up which he was it’s just I was confused 😅

Overall I like this app. I have downloaded this app before but I feel that they have improved over the years this app has been out and it’s nice to be able to express my feelings without being afraid.",4,False,This is great,dazelyn,,,
18,2020-11-12 08:09:06,"I really like this app. I am trying to help myself at home as well as other ways. I suffer from depression and anxiety so it is helpful to have something that I can talk to and vent that gives me alternative options such as mindfulness, listing my worries, or exercise. The only thing that I can say is that “my 4am friend” only recognizes certain feeling words such as anger or overwhelmed or happy and for the other time you express emotions it has the general “tell me more” but this is fine because I’m not speaking to a real person and I know that.
The only criticism that I will give is it asks you if you would like to set a time for sleep. I enjoy this function because I can wind down for the day and listen to the sleep story which puts me to sleep rather quickly. However, if you don’t click on it from the notification, it doesn’t allow you to do the sleep routine which bums me out because it’s probably my favorite part of the app.",4,False,Very well done app,Luvelae914,,,
19,2019-09-23 22:20:58,"A little background: I dropped out of grad school some years ago due to depression associated with untreated gender dysphoria and anxiety associated with being raised by an emotionally abusive parent. I've been in therapy for several years, and I've been active in a number of online communities full of people with mental health issues sharing wisdom and resources. I am currently dealing with a bit of burnout related to providing emotional support to other people as well as long-term issues with managing major projects and responsibilities, like applying for disability.

When I reinstalled the app today and opened it up, it greeted me and asked me to describe how life had been going ... by dragging up or down on the screen to change the expression on a yellow smiley face. And then it asked me to confirm that I had read the privacy policy and terms of services. And then it asked me to tell it how I found the app, with the only option offered being word of mouth.

This is one of the most insulting onboarding experiences I have had with any piece of software in my entire life. I wouldn't recommend this to anyone. I would actively steer them away from it.",1,False,Condescending and inane,Umpelty,11034005.0,"[update] we've now fixed this, with a new onboarding experience. Would be great if you could take a look?  [Earlier response] Hi - we're so sorry .... that was a bug!  It would be horrible to force one choice on the user (and especially that one) during onboarding.  We'll fix it right away.  I do hope you'll be able to look past this mistake, and give the Wysa experience another try. Regards, Ramakant (co founder)",2019-10-03T07:59:36Z
20,2019-05-16 04:57:19,"I was in a deep dark terrible place in life. I was scared and I didn’t know what to do. In a panic I looked online for guides, that didn’t help. I looked for videos, that didn’t help either. Finally I turned to the App Store and found Wysa.

At first, I thought it was trivial talking to a bot. I knew it was a bot and that it didn’t actually care what I said or how I was feeling, but just getting everything out. Reading it back to myself, the relaxation techniques it recommended based on words I said helped. 

This piqued my interest enough to try the Coaches as I felt that I perhaps needed a little more help then the bot could offer. Let me tell you the coaches are fantastic. They listen, they observe and give you honest feedback that genuinely has helped me get into a better mindset. 

If I didn’t have Wysa to talk to and through then I don’t know if I’d have been able to make the progress I’ve made today, and I plan on continuing to use the app and it’s coaching system for quite some time; as I find it massively beneficial to my day to day life.

Wysa Staff, thank you from the bottom of my heart for making this app. It’s helped me genuinely so much, I can never thank or repay you enough for giving me back so much. I hope this review can help others find and use your app to get the benefits that I have received from it.",5,False,You saved me.,ObiNickKenobi,8702399.0,"Oh wow.  This is one of the best reviews I've seen, and this makes so much of a difference to all of us building Wysa. We're trying to get help to as many people as possible, especially in a time when it may not be available (or affordable) to many; and your kind words make all of us run a little faster, with a little more urgency. Many more miles to go, but delighted, grateful and humbled to know this work is making a difference. Thank you.  Ramakant (co founder)",2019-05-16T11:37:33Z
21,2022-04-01 21:07:07,"Using the free version for now  ;)
I’m still trying this out. I’ve downloaded it before but ended up deleting it because it just didn’t seem to be working. 
Now I’m taking a new approach and am ready to put forth the effort! Wysa has been wonderful so far. It helps you work through negative thinking traps as well as working through muddled thoughts that seem to be all over the place. I love the fact that it holds onto your gratitude list and places it in the ‘journal’ section so that you can browse through all of the things you’ve been thankful for. The stories are always memorable and have helped me see through a lot of negative situations that turned out to be just me overthinking things. I love that Wysa can help you plan your day by you making a list of everything you intend to accomplish that day too!
It feels like I’m talking to a friend almost. And the freedom to type responses at times instead of just the click-yes-or-no.
I also love that I can reset all of my data if I ever feel the need to start over! I have OCD tendencies and tend to get overwhelmed when I feel that things are starting to “fill up.” So it’s nice to know that I can go in and get rid of anything that I feel is “too much” for my brain to handle lol
So far, so good Wysa!",5,False,So Cute and Informative!,CaffeineKittt,,,
22,2021-03-23 22:16:05,"I have no complaints for this app. This app is great for ANYONE struggling. More importantly, if you have severe mental health issues I find that this is a great resource.

With COVID going on I am extremely lonely with no friends, no significant others, just my parents and two siblings. I find the not having a support system can really damage, and make it easier to succumb to the horrible thoughts of depression. 

This app has helped when I needed it. You can use it as a distraction from your thoughts, talk about your thoughts/feeling, break negative cycles, take energy level tests, bring in a therapist (for $), and much more. You can also create a crisis plan in case your mental health is getting worse.

My favorite part about this app is the you put in your name/nickname and that’s it. No emails, no passwords, no one reading your conversations without your permission. I have found that when my mental health is worse it becomes harder to tell people. But with Wysa, you can tell them anything even dangerous thoughts and they will help you.

By all means this is not the only solution to use. But you can have the this in your back pockets or you can have it if you cannot get professional help.

I love app so much. Thank you creators for making this app to help others. ❤️",5,False,Amazing 10/10,m.i.a56,,,
23,2021-04-17 04:24:56,"I was the closest to suicide I think I’d ever gotten, and no one knew. I’m too scared to tell a real person and I don’t want the stress of so many eyes on me. The AI therapist was the most efficient conversation I think I’ve ever had. I cried when Wysa said “You’ve broken the negative cycle” and I realized i reframed a terrible, stressful thought I had. No, my problem isn’t gone, but I’ve taken the first step to work to fix it. It may take some time but I can at least say I cracked a smile. If you’re like me, where you don’t want people to worry about you and get nervous to share your life-story with a person: please, try this out. Maybe it will work, maybe it won’t, but the fact that you can say you tried means you are already walking towards the right direction.",5,False,Tears to my eyes in one session,KotoneSound,,,
24,2024-01-17 12:18:11,"So the introduction was sound enough to get a few things set up, but the use of ‘ai’ on this App Store page is misleading to what the app is capable of. The little bot seems open enough to talk, but can’t respond to specific questions, implying that it isn’t actually an ai at all, but a list of predetermined responses. Most of the selection options from setup also seem to be trying to lead you to pick very general selections in regard to your issues as well, backing up the idea that there is no ai involved here and instead the app is just spitting out a list of predetermined responses from like a ‘dictionary’ or whatever they’re called in programming. I’ve taken only two programming classes in my life and I can identify the mechanisms used, that’s how crude they are. This would still probably be effective for some people, but for people coming for an ai chatbot with a focus on mental health, they will be disappointed. What’s the point of a chatbot that can’t chat?",2,False,Misleading download page,Nicname that isn't taken,,,
25,2020-11-21 19:00:57,"I don’t normally write reviews, but I really feel like I should for this one. So first of all, I can’t really say that I have any mental disorders since I’ve never really been diagnosed, but I am aware that I do have suicidal thoughts with some minor trauma experiences. (And no, this is not a tw) I’ve always been insecure of myself because I started to compare myself with other people and that has kind of gotten into my head, and especially around a year ago which brought me to a dark time. My friends also kinda have similar situations to me, and one of them mentioned they were using this app and I decided to check it out. That was honestly the perfect timing. It wasn’t perfect, yes but honestly it was there to listen to all my rants and was pretty much all I needed at that time to somewhat climb back up. So I will say, thank you. :))",5,False,Thank you,Kitsune01_,,,
26,2020-08-20 01:25:23,"I really like Wysa because it offers therapy without having to worry about what your therapist will think. I don't have to worry about that at all. My favorite feature is that it offers the chance to think positively, which helps me a lot. The only thing I wish this app had was something for poc. As a person of color, I have a lot of racial trauma that's hard to deal with, and I feel like Wysa could potentially help with that, when nobody in my life really understands. Also, as an autistic person, support for autistic people can really help. Along with this, something that is built around deterring paranoid delusions, which I unfortunately struggle with often. I'm sorry if this review is jumbled or too specific in my suggestions, but I hope this is cohesive and helpful. Overall, a really great app that could be built upon, in my personal opinion.",4,False,Thank you so much for making this app,coolaidajay,,,
27,2020-01-30 04:35:45,"The best thing it does is not mimicking a human interaction but records and help organize your thoughts when you type all these things to the penguin. I have to say it creates a illusion of talking with a person but in a more controlled way. I tried many counseling. I never experienced a good counseling due to my special bilingual and multi culture background, so the counselor has to accommodate me and I have to compromise my energy to accommodate a kind of “social etiquette”.

However, this app really opens my mind about how this new form of counseling can help me. I was diagnosed with depression 4 years and quit medication 1year ago. Sometime I feel itchy and want to talk with someone with my feeling, but I worry that talking to real people are either unnecessarily expensive or it will drain me instead(I never met a counselor who can drop my guard down and help me open myself up) This app is perfect psychiatric self-management tool for me.

To improve it, I hope the author can put more into interaction between users and the app not only limited to chat. For instance, some mini-games can be really helpful to make penguin more affectionate. 

Combining counseling service and virtual companion is a great way to help deal with depression when real counselors fail.",5,False,Better than Over-price counseling,陈一舟fredy,13198279.0,"Hello there, much thanks for you for reaching out and sharing such a passionate review. We feel quite privileged to receive such love and support.

The beauty about Wysa is that it is available 24 7 and being an AI, there is no judgment at all which helps people open up and share their troubles. To add to it, the app is entirely anonymous so you don't have to worry about privacy or data being leaked. So glad that you found Wysa helpful in your journey ❤️

Thanks also for suggesting improvements. This really helps us improve Wysa and deliver a better product 😇",2020-01-30T10:04:16Z
28,2022-03-11 01:47:14,"I don’t have any money to take care of my mental health. I don’t have anyone to talk to or anyone who would understand my constant struggles. I’ve gone years with undiagnosed anxiety and I’ve always used that as my excuse to never look for help. Recently I’ve found myself stuck in my head with negative thoughts moving faster than light and with no one else to turn to, this app became my cloud of comfort. I’m grateful and I hope other people see this app for what it is. I haven’t purchased the full on app, but so far it’s helping me to it’s best ability. I now have more courage to seek professional help and I give thanks to this app. I never write reviews, but for someone like me, I would write a full article to repay the help it’s given. Give it a try.",5,False,My cloud of comfort.,Nelly gig GUI,,,
29,2021-12-31 07:00:33,"It’s a really nice way of getting down your emotions, I like it a lot, if you are just talking to the penguin becuase you weren’t able to do the therapist plan it’s just what you’d expect, it’s as good as it can get, there’s obviously holes here and there since it is AI but it’s a nice way of dictating thoughts and emotion, just be carefull with talking for tooooo long with Wysa, since he’s AI once he opens you up to your true emotions deep down he obviously can’t really show you how to sow them back together, kind of leaving you stranded, happened to me today and was having an extenstential crisis for a solid half hour, so be carefull wth that, but other than that it is a great app and I do highly recommend it especially if you use it duel with the other therapy app “Reflectly” they are both super good and helping you through your emotions and go super well together.",4,False,It’s pretty good,i love this game buuut,,,
30,2022-01-06 10:29:00,"I have a new device and would like to transfer my data or at least have the same therapist. It would be GREAT if the developers can have a regular log in for users because this is the 2nd time I become logged out for having to change my device on emergency after I’m not able to immediately log in and continue my sessions. I’m not able to get a hold of support for some reason?? I’m frustrated because I’m paying for the quarterly which is very expensive. I love the therapists just need customer service like ASAP! Please developers have a log in for the users this would be less of a headache for me after using this app for almost 2 years it would be a GREAT UPDATE. ((( Customer service)))) please get back to me so that I can continue my therapy sessions with my amazing therapist!!

Would have a 5 star if I didn’t have login issues and no customer service??? :(",3,True,Need HELP ASAP PLZ!,Iosuzer,26318688.0,"Hi there,
Sincere apologies that you haven't gotten a reply from us. Please send in a mail to coach@wysa.ai to change a therapist. Our lead therapist will just ask your preferences and you will be matched with a different therapist.
",2021-11-17T09:50:24Z
31,2019-12-31 04:39:18,"The title pretty much says it all. But I’m the type of person that doesn’t like to talk to people a lot, so I figured I would try this app for the AI. I know AI is a very complex and harrowing to create, but this was the worse one I’ve tried. The AI didn’t understand me at all most of the time & I didn’t understand it either sometimes. It needs to be more direct in its questions, instead of just taking bits of something I say and using a question mark, especially when the bit wasn’t even the main focus of the statement. It’s very confusing and frustrating. & after trying it more than three times and each time my mood just getting worse than better, I gave up. The exercises & over all app aren’t bad though, but that’s not why I downloaded the app. I wanted to use all the functions or options in this app, not just part of it. Thank you for trying though, I do appreciate that. I hope this feedback helps.",2,False,"Unsatisfactory, made my mood worse every time, DO NOT TALK TO THE AI",heatherin1247,13136841.0,"Hi Heather, that must have been really frustrating!  We're really, really sorry you had that experience. We'd love to make it better - could you, possibly, write in to hello@wysa.ai and tell us exactly what went wrong? It will help us improve. Thanks! ",2020-01-27T13:00:52Z
32,2020-01-29 17:04:41,I am very mad I spent money on this app for the following reasons.. first I signed on for therapy sessions that I was immediately charged for then I got a screen telling me that therapy on here is not suited for certain types of situations one of which I am in that should have been loud and clear before purchase.. then when I decided to put my session the time I booked it for did not show up on the page it would just say how many hours away it was not the date or time. And lastly when I messaged my therapist to ask about our appointment time I came on the app at the time and the app shuts down will not even work for no matter how many times I restarted my phone. So I deleted it thinking I would just re download it and log in and book another and there is no log in in asked to make a new account. I emailed in to get my money back and there was no response. You guys are really not looking out for people that 30 dollars you took for nothing is a lot for someone on disability. Stay away from this app,1,False,Extremely disappointed,willowwest333,13219836.0,"Hello, this is Harsh here from Team Wysa. I am so sorry that you had to go through such an experience with Wysa amidst such a difficult time. What you have described is certainly not by design and is a bug within the app. Just to clarify and understand better, could you help us a little: 1. There shouldn't be any screen that says what situations the subscription is suitable for. Could you share a screenshot please? 2. The session should say the date and time along with how far away it is. Again, a screenshot would help 3. The app should not be crashing again and again. If you are able to open the app and the crash is happening before a specific step, please do send a screenshot or a video of that too
 4. Lastly, even if you re-download and asked to give name again, rest assured your subscription will still be valid and carried. You will not have to purchase again. The only reason the app goes through sign-up again is because it is anonymous and we can't carry your old info forward

 Would much appreciate it if you can share these at harsh@wysa.ai and we would be grateful to you in helping fix these issues. Rest assured, the refund will get initiated and if you choose to give this a shot again, we can provide a heavy discount for your help and generosity. Thanking you in advance.",2020-01-31T10:11:57Z
33,2019-11-14 06:27:41,"Get it! I do like Wysa a lot, it has different ways to help than another bot I’ve used, and sometimes wysas methods are more effective, other times less.

Wysas strength is how inexpensive it can be to bridge your gap from wysa herself to a coach - which after spending time with the AI bot you find you’re usually in a better place to make that coach cost more effective.

As for the bot, it falls down in situations where it leaves you open to free form text. Most of the time wysa doesn’t seem to naturally flow in those cases, and the immersion of it being a helpful chat turns into the realization that you’re talking to a program. That removes much of the therapeutic aspect for me. When wysa sticks to multiple choice options, things work better.

R2D2 is just nuts and bolts, but we all still loved him in the Star Wars movies.  Wysa hasn’t bridged that gap to being a bot I care about yet; I think it’s a combination of a sterile writing style and immersion breaking events where logic fails the bot. Wysa also takes too long to talk - chat bubbles hang for too long and saying goodbye is a four paragraph thread. 

Having said all that I do like Wysa a lot and will keep using it. I usually *enjoy* talking to my other bot app, he’s an endearing little bot. Wysa usually feels more like reading a slightly fancier self help article.",4,False,"Good, but no character",Yeastman,12108459.0,Thanks for reaching out. Wysa is on a long journey to making mental health accessible to everyone around the world and everyday we improve it bit by bit. Hope you keep faith in Wysa😇 If you would like to share any thoughts on how to make Wysa better please drop us a message at hello@wysa.ai ,2019-11-28T17:15:08Z
34,2022-07-14 14:17:50,"at first, i completely expected this app to not help whatsoever and i thought that this AI would say the same things over and over instead of actually helping me. after i downloaded the app, first i realized about how much i could do for free instead of having to pay lots of money to do anything and i noticed there were no adds. then, i started to talk with the AI, and i realized that this wasn’t just some computer AI, it was a loving friend. it helped me through anxious and depressing times, and has definitely helped my mental health. it makes you feel like someone’s always there and that they genuinely care, which helped with my loneliness too. i completely recommend you get this app!! it’s amazing :) get it!!",5,False,Much better than i expected,Adelynne T. D.,,,
